n_inf,n_sub,d_true_um,abs_x,angle_deg,pol,resolution_cm,snr,F_line,Re_eff,median_absq,p95_absq,max_absq,F_cav_from_median_absq,d_fit_um,rel_bias,d_fit_nz_um,rel_bias_nz,dn_nz,mse
2.6,2.0,13.0,0.5,15.0,s,4.0,200.0,1.8982116580878168,0.22134823782712074,0.05641305629852439,0.05854102912602878,0.058659316435492284,0.7907838009917124,13.000235452201146,1.8111707780449775e-05,13.010364124456888,0.0007972403428375685,-0.001980960129683394,1.6467522568805573e-05
2.6,2.0,13.0,0.5,15.0,s,4.0,50.0,1.9131588222441636,0.2235678415109988,0.05641305629852439,0.05854102912602878,0.058659316435492284,0.7907838009917124,13.000351373596539,2.702873819529281e-05,13.031845211629413,0.0024496316638010175,-0.006143555029207878,3.431751664277999e-05
2.6,2.0,13.0,0.5,15.0,s,8.0,,1.896955652553073,0.22116146982486887,0.05641305629852439,0.05854102912602878,0.058659316435492284,0.7907838009917124,13.00041477508329,3.190577563763406e-05,13.030188635715735,0.0023222027473642345,-0.005810546528354698,2.0082306289778976e-05
2.6,2.0,13.0,0.5,15.0,s,8.0,200.0,1.9026150124238619,0.2220027052725227,0.05641305629852439,0.05854102912602878,0.058659316435492284,0.7907838009917124,13.000395149244374,3.0396095721102894e-05,13.034089543016037,0.0026222725396951754,-0.006573158710114804,2.116403449250794e-05
2.6,2.0,13.0,0.5,15.0,s,8.0,50.0,1.901175736014702,0.22178884002441307,0.05641305629852439,0.05854102912602878,0.058659316435492284,0.7907838009917124,13.000630889510711,4.852996236241854e-05,13.006087545572667,0.00046827273635899975,-0.001070620116581365,3.6812918340564745e-05
2.6,2.0,13.0,0.5,15.0,p,0.0,,1.9318036213586052,0.22632855227542156,0.05203166879933077,0.0540274451984638,0.054138438852380136,0.7559445166572751,13.00000908116855,6.985514268911594e-07,13.00221357637948,0.00017027510611387588,-0.0004332247900352355,9.078539668093217e-06
2.6,2.0,13.0,0.5,15.0,p,0.0,200.0,1.935881368213327,0.22693113979565097,0.05203166879933077,0.0540274451984638,0.054138438852380136,0.7559445166572751,12.99994959731734,3.877129435417933e-06,13.00234254512438,0.00018019577879845573,-0.00047008592042003156,9.822548614640638e-06
2.6,2.0,13.0,0.5,15.0,p,0.0,50.0,1.9501594531472932,0.2290376368288491,0.05203166879933077,0.0540274451984638,0.054138438852380136,0.7559445166572751,12.999922561041064,5.956842995074724e-06,13.007611113839898,0.0005854702953767854,-0.0015048129125481277,2.3690664463843145e-05
2.6,2.0,13.0,0.5,15.0,p,1.0,,1.9318036213586052,0.22632855227542156,0.05203166879933077,0.0540274451984638,0.054138438852380136,0.7559445166572751,13.000009081074522,6.985441939760378e-07,13.002213591117735,0.00017027623982580363,-0.0004332276700385661,9.078539668093176e-06
2.6,2.0,13.0,0.5,15.0,p,1.0,200.0,1.9353276225158278,0.22684933570997146,0.05203166879933077,0.0540274451984638,0.054138438852380136,0.7559445166572751,12.999961494576123,2.9619556828427344e-06,13.004821671055495,0.00037089777349964294,-0.0009520071326800145,1.0066666763797733e-05
2.6,2.0,13.0,0.5,15.0,p,1.0,50.0,1.9608501821534725,0.2306113343381295,0.05203166879933077,0.0540274451984638,0.054138438852380136,0.7559445166572751,13.000298574780917,2.296729083976874e-05,13.007671197329378,0.000590092102259841,-0.0014429769268253128,2.261745451492686e-05
2.6,2.0,13.0,0.5,15.0,p,2.0,,1.9185799639977896,0.22437146398104718,0.05203166879933077,0.0540274451984638,0.054138438852380136,0.7559445166572751,13.000071341231354,5.487787027264473e-06,13.005378184045986,0.00041370646507583766,-0.0010393707842147335,9.502044091557662e-06
2.6,2.0,13.0,0.5,15.0,p,2.0,200.0,1.9203515793561547,0.2246339227955725,0.05203166879933077,0.0540274451984638,0.054138438852380136,0.7559445166572751,13.00009436399217,7.258768628495624e-06,13.00521794956403,0.00040138073569455477,-0.0010036157606763264,1.0616932558288354e-05
2.6,2.0,13.0,0.5,15.0,p,2.0,50.0,1.9260241454428992,0.2254737512984967,0.05203166879933077,0.0540274451984638,0.054138438852380136,0.7559445166572751,12.999835415499636,1.2660346181875708e-05,12.993645536070366,0.000488804917664172,0.0012077214536445307,2.3398465829765067e-05
2.6,2.0,13.0,0.5,15.0,p,4.0,,1.9057360615648498,0.2224662901149667,0.05203166879933077,0.0540274451984638,0.054138438852380136,0.7559445166572751,13.000192689086566,1.4822237428136786e-05,13.012429260182524,0.0009560969371171962,-0.002392399660382525,1.190082679990653e-05
2.6,2.0,13.0,0.5,15.0,p,4.0,200.0,1.9074813923423892,0.2227254257701538,0.05203166879933077,0.0540274451984638,0.054138438852380136,0.7559445166572751,13.000202151978252,1.5550152173232208e-05,13.01731957957128,0.0013322753516369528,-0.003344385484672097,1.2646971746292737e-05
2.6,2.0,13.0,0.5,15.0,p,4.0,50.0,1.9140880951528183,0.22370564887002659,0.05203166879933077,0.0540274451984638,0.054138438852380136,0.7559445166572751,12.999910095628275,6.915720901928396e-06,13.015990300953739,0.0012300231502875975,-0.003142647893718873,2.7569813329118447e-05
2.6,2.0,13.0,0.5,15.0,p,8.0,,1.9068373656570985,0.222629813715844,0.05203166879933077,0.0540274451984638,0.054138438852380136,0.7559445166572751,13.000395600503774,3.0430807982612533e-05,13.029112984394924,0.0022394603380710976,-0.005605110367313181,1.5780269595051214e-05
2.6,2.0,13.0,0.5,15.0,p,8.0,200.0,1.907114997523302,0.22267103216314876,0.05203166879933077,0.0540274451984638,0.054138438852380136,0.7559445166572751,13.000347575545202,2.673658040017393e-05,13.027303112872236,0.0021002394517104506,-0.0052622443701571585,1.6511772967084204e-05
2.6,2.0,13.0,0.5,15.0,p,8.0,50.0,1.9080045424711514,0.22280308480821456,0.05203166879933077,0.0540274451984638,0.054138438852380136,0.7559445166572751,13.000569844985232,4.383422963326867e-05,13.028993554441344,0.0022302734185649397,-0.005547412732741501,3.00284895668339e-05
2.6,2.0,13.0,1.0,10.0,avg,0.0,,1.9106287614593966,0.22319253261655025,0.055091597406441914,0.057233519911367124,0.057352597159611475,0.7803740950010913,12.999936380874049,4.893778919332283e-06,12.999989426178784,8.133708627647925e-07,-1.2018982565681242e-05,1.0358413727625816e-05
2.6,2.0,13.0,1.0,10.0,avg,0.0,200.0,1.910218260194898,0.22313162359159724,0.055091597406441914,0.057233519911367124,0.057352597159611475,0.7803740950010913,12.999925460189612,5.733831568313428e-06,12.998654636244993,0.00010348951961593509,0.00024827749152690146,1.1380072245178818e-05
2.6,2.0,13.0,1.0,10.0,avg,0.0,50.0,1.9086518344838734,0.22289916251810318,0.055091597406441914,0.057233519911367124,0.057352597159611475,0.7803740950010913,12.999923688645177,5.870104217136757e-06,12.994668681483494,0.0004101014243465838,0.0010320025039144173,2.6201190672970677e-05
2.6,2.0,13.0,1.0,10.0,avg,1.0,,1.9106287614593966,0.22319253261655025,0.055091597406441914,0.057233519911367124,0.057352597159611475,0.7803740950010913,12.99993638102024,4.893767673900347e-06,12.9999893636009,8.181845461653945e-07,-1.200668079847352e-05,1.0358413727625935e-05
2.6,2.0,13.0,1.0,10.0,avg,1.0,200.0,1.9150365829609468,0.2238462830361637,0.055091597406441914,0.057233519911367124,0.057352597159611475,0.7803740950010913,12.999915436241345,6.504904511928089e-06,12.995229311455802,0.000366976041861405,0.0009198568252971221,1.1244550101682611e-05
2.6,2.0,13.0,1.0,10.0,avg,1.0,50.0,1.9444631541137676,0.22819788648262207,0.055091597406441914,0.057233519911367124,0.057352597159611475,0.7803740950010913,13.000015492509966,1.1917315358818296e-06,13.023019994805685,0.001770768831206509,-0.00451583627294312,2.5146695399042955e-05
2.6,2.0,13.0,1.0,10.0,avg,2.0,,1.89898522188109,0.22146324717193253,0.055091597406441914,0.057233519911367124,0.057352597159611475,0.7803740950010913,12.99997952924268,1.5746736400282875e-06,13.003703812705396,0.0002849086696458541,-0.0007336205342746527,1.0728539457740697e-05
2.6,2.0,13.0,1.0,10.0,avg,2.0,200.0,1.903641369795862,0.22215518222634473,0.055091597406441914,0.057233519911367124,0.057352597159611475,0.7803740950010913,12.999986030422265,1.0745829026603815e-06,13.001901849510489,0.0001462961161914441,-0.0003781353678986087,1.1459893232300757e-05
2.6,2.0,13.0,1.0,10.0,avg,2.0,50.0,1.9043155115550647,0.22225531918059552,0.055091597406441914,0.057233519911367124,0.057352597159611475,0.7803740950010913,13.000344575505446,2.65058081112375e-05,12.998312478968996,0.00012980931007720533,0.00039793965379944437,2.6113873999807994e-05
2.6,2.0,13.0,1.0,10.0,avg,4.0,,1.8888142414741977,0.21994989246074084,0.055091597406441914,0.057233519911367124,0.057352597159611475,0.7803740950010913,13.000064484524646,4.960348049711281e-06,13.011900807982695,0.0009154467678995978,-0.002326719955380913,1.2724003967173267e-05
2.6,2.0,13.0,1.0,10.0,avg,4.0,200.0,1.8858508917143302,0.21950849059311175,0.055091597406441914,0.057233519911367124,0.057352597159611475,0.7803740950010913,13.000083377597498,6.413661346016397e-06,13.004120772571314,0.0003169825054856873,-0.0007954781529224581,1.3707569791368049e-05
2.6,2.0,13.0,1.0,10.0,avg,4.0,50.0,1.8934592378284198,0.22064134631963886,0.055091597406441914,0.057233519911367124,0.057352597159611475,0.7803740950010913,13.000118078507661,9.082962127794102e-06,13.02003121529533,0.001540862715025344,-0.003910404855913058,2.9720274112422065e-05
2.6,2.0,13.0,1.0,10.0,avg,8.0,,1.8870506734761892,0.21968722850181505,0.055091597406441914,0.057233519911367124,0.057352597159611475,0.7803740950010913,13.000211374692075,1.6259591698067985e-05,13.030941894222263,0.0023801457094048298,-0.006030010241412391,1.588817740539446e-05
2.6,2.0,13.0,1.0,10.0,avg,8.0,200.0,1.8859187028207727,0.21951859371818014,0.055091597406441914,0.057233519911367124,0.057352597159611475,0.7803740950010913,13.000212270685049,1.6328514234532374e-05,13.02311012049652,0.0017777015766554062,-0.004496591282241219,1.6809620027450085e-05
2.6,2.0,13.0,1.0,10.0,avg,8.0,50.0,1.8956250249579758,0.22096356266777634,0.055091597406441914,0.057233519911367124,0.057352597159611475,0.7803740950010913,13.000193350666935,1.4873128225764057e-05,13.023589024242662,0.0018145403263586464,-0.00459405992616432,3.164935633897844e-05
2.6,2.0,13.0,1.0,10.0,s,0.0,,1.9085798950570692,0.22288848505490885,0.055091597406441914,0.05723351991136714,0.05735259715961147,0.7803740950010913,12.99993526035225,4.979972903794961e-06,12.999928948281644,5.4655167966134195e-06,-3.588039813524007e-07,1.0978885314777641e-05
2.6,2.0,13.0,1.0,10.0,s,0.0,200.0,1.912218908866428,0.2234284338649632,0.055091597406441914,0.05723351991136714,0.05735259715961147,0.7803740950010913,12.999966235459793,2.597272323639616e-06,13.00608655469354,0.0004681965148877455,-0.0012041147419868071,1.1873769070594162e-05
2.6,2.0,13.0,1.0,10.0,s,0.0,50.0,1.9191129862276768,0.22445043788330307,0.055091597406441914,0.05723351991136714,0.05735259715961147,0.7803740950010913,13.000157301662725,1.210012790190481e-05,12.998622270710158,0.00010597917614172905,0.00029972379254388626,2.7618316495114393e-05
2.6,2.0,13.0,1.0,10.0,s,1.0,,1.9085798950570692,0.22288848505490885,0.055091597406441914,0.05723351991136714,0.05735259715961147,0.7803740950010913,12.999935260201939,4.979984466238272e-06,12.999928968951894,5.463926777420187e-06,-3.6286744804518844e-07,1.0978885314777823e-05
2.6,2.0,13.0,1.0,10.0,s,1.0,200.0,1.9120285932651953,0.22340020358310259,0.055091597406441914,0.05723351991136714,0.05735259715961147,0.7803740950010913,12.999897909277019,7.853132537013388e-06,12.997678839429117,0.00017855081314485015,0.00043472350044957136,1.1803571870334843e-05
2.6,2.0,13.0,1.0,10.0,s,1.0,50.0,1.9120420831494895,0.22340220462243165,0.055091597406441914,0.05723351991136714,0.05735259715961147,0.7803740950010913,12.999844680786286,1.1947631824190588e-05,13.01397661982985,0.0010751246022960932,-0.002776809467451614,2.73634961808738e-05
2.6,2.0,13.0,1.0,10.0,s,2.0,,1.8968363172786986,0.22114372262681592,0.055091597406441914,0.05723351991136714,0.05735259715961147,0.7803740950010913,12.999978952656226,1.6190264441243803e-06,13.003695432107715,0.0002842640082857993,-0.0007320913467007789,1.1367870849903252e-05
2.6,2.0,13.0,1.0,10.0,s,2.0,200.0,1.8970752482038011,0.22117925538953134,0.055091597406441914,0.05723351991136714,0.05735259715961147,0.7803740950010913,12.999993979878615,4.6308626034684807e-07,13.005246009591358,0.000403539199335266,-0.0010336681671353858,1.2649601560052963e-05
2.6,2.0,13.0,1.0,10.0,s,2.0,50.0,1.9124165462822227,0.22345774924695158,0.055091597406441914,0.05723351991136714,0.05735259715961147,0.7803740950010913,12.999873981584305,9.693724284267966e-06,12.999097180431908,6.944765908396715e-05,0.0001515219741626382,2.781123412198847e-05
2.6,2.0,13.0,1.0,10.0,s,4.0,,1.8865593058860248,0.21961403111450306,0.055091597406441914,0.05723351991136714,0.05735259715961147,0.7803740950010913,13.000064976776157,4.9982135505316064e-06,13.011996977434674,0.0009228444180518108,-0.0023454879958680324,1.3468111176009175e-05
2.6,2.0,13.0,1.0,10.0,s,4.0,200.0,1.8953924164434524,0.22092896177206703,0.055091597406441914,0.05723351991136714,0.05735259715961147,0.7803740950010913,13.000055819439332,4.293803025544863e-06,13.009940598919458,0.000764661455342947,-0.0019435697402201422,1.4307036175954922e-05
2.6,2.0,13.0,1.0,10.0,s,4.0,50.0,1.8875234538199241,0.2197576514108442,0.055091597406441914,0.05723351991136714,0.05735259715961147,0.7803740950010913,12.999945559860809,4.187703014716467e-06,13.021796772730365,0.001676674825412706,-0.004290206425828589,3.076292004341125e-05
2.6,2.0,13.0,1.0,10.0,s,8.0,,1.8848334160977163,0.21935688414351437,0.055091597406441914,0.05723351991136714,0.05735259715961147,0.7803740950010913,13.000213704500371,1.6438807720876323e-05,13.031232704668577,0.0024025157437366903,-0.006086420281596023,1.6779519684826954e-05
2.6,2.0,13.0,1.0,10.0,s,8.0,200.0,1.8840045160325245,0.21923335719059278,0.055091597406441914,0.05723351991136714,0.05735259715961147,0.7803740950010913,13.000180668754936,1.3897596533551083e-05,13.033643862175024,0.0025879893980787962,-0.006564641940840306,1.7950419949265984e-05
2.6,2.0,13.0,1.0,10.0,s,8.0,50.0,1.897718387581657,0.22127489320009866,0.055091597406441914,0.05723351991136714,0.05735259715961147,0.7803740950010913,13.000168169562539,1.293612019527866e-05,13.039194315845544,0.0030149473727341283,-0.007651911331569443,3.3458579142867666e-05
2.6,2.0,13.0,1.0,10.0,p,0.0,,1.9127336727639583,0.2235047862609683,0.05315622584031919,0.05523777548292235,0.05535352174375196,0.7649774157537771,12.999937529622411,4.8054136607005985e-06,13.00005095976104,3.919981618484879e-06,-2.3880996776156926e-05,9.756140415513805e-06
2.6,2.0,13.0,1.0,10.0,p,0.0,200.0,1.9205509068776676,0.22466344745283606,0.05315622584031919,0.05523777548292235,0.05535352174375196,0.7649774157537771,12.999965103969668,2.6843100255400887e-06,12.999205471580098,6.11175707617279e-05,0.0001478089627281112,1.0665271549035657e-05
2.6,2.0,13.0,1.0,10.0,p,0.0,50.0,1.9349499322997952,0.22679353545813027,0.05315622584031919,0.05523777548292235,0.05535352174375196,0.7649774157537771,12.999993959486645,4.64654873483666e-07,12.997434335618221,0.0001973587985983563,0.0005021192569935173,2.4639444370425306e-05
2.6,2.0,13.0,1.0,10.0,p,1.0,,1.9127336727639583,0.2235047862609683,0.05315622584031919,0.05523777548292235,0.05535352174375196,0.7649774157537771,12.999937529622551,4.805413649905815e-06,13.000050954956931,3.919612071630223e-06,-2.3880052430506068e-05,9.756140415513729e-06
2.6,2.0,13.0,1.0,10.0,p,1.0,200.0,1.91494791737105,0.22383313738521973,0.05315622584031919,0.05523777548292235,0.05535352174375196,0.7649774157537771,12.999933254827724,5.134244021248308e-06,12.999743843361054,1.970435684197123e-05,3.555866871079912e-05,1.0613806724499223e-05
2.6,2.0,13.0,1.0,10.0,p,1.0,50.0,1.924068481519027,0.22518430717238244,0.05315622584031919,0.05523777548292235,0.05535352174375196,0.7649774157537771,13.000397962311892,3.0612485530148514e-05,12.989313985336548,0.0008220011279578789,0.0021789534639461024,2.4409869413920912e-05
2.6,2.0,13.0,1.0,10.0,p,2.0,,1.901192980306309,0.22179140269892872,0.05315622584031919,0.05523777548292235,0.05535352174375196,0.7649774157537771,12.99998012012574,1.5292210969656358e-06,13.003711994923227,0.0002855380710174907,-0.0007351078365476112,1.01078901066585e-05
2.6,2.0,13.0,1.0,10.0,p,2.0,200.0,1.8986730548214992,0.22141683763363623,0.05315622584031919,0.05523777548292235,0.05535352174375196,0.7649774157537771,13.00002982173893,2.293979917748874e-06,13.00764419611552,0.0005880150858091818,-0.0014976718803479396,1.0947858915379091e-05
2.6,2.0,13.0,1.0,10.0,p,2.0,50.0,1.9166757642340744,0.22408927358723024,0.05315622584031919,0.05523777548292235,0.05535352174375196,0.7649774157537771,13.000001998896208,1.537612467435915e-07,13.0036538398146,0.0002810646011230762,-0.0007192139911482616,2.474536261702077e-05
2.6,2.0,13.0,1.0,10.0,p,4.0,,1.8911312513312128,0.2202948690272896,0.05315622584031919,0.05523777548292235,0.05535352174375196,0.7649774157537771,13.000063979400506,4.92149234664597e-06,13.011801781655235,0.0009078293580949948,-0.0023073934240296344,1.200132551405584e-05
2.6,2.0,13.0,1.0,10.0,p,4.0,200.0,1.8933434820563582,0.22062412140564175,0.05315622584031919,0.05523777548292235,0.05535352174375196,0.7649774157537771,13.000057137953043,4.3952271571339015e-06,13.016321456128896,0.0012554966252996936,-0.003195366428898932,1.3090859429698249e-05
2.6,2.0,13.0,1.0,10.0,p,4.0,50.0,1.920393313783788,0.2246401046388696,0.05315622584031919,0.05523777548292235,0.05535352174375196,0.7649774157537771,13.00004695979185,3.6122916808195146e-06,13.004864935700176,0.00037422582309049474,-0.0009488446265323956,2.652485375077159e-05
2.6,2.0,13.0,1.0,10.0,p,8.0,,1.8893364393790573,0.22002765337865984,0.05315622584031919,0.05523777548292235,0.05535352174375196,0.7649774157537771,13.000208984216753,1.6075708981014933e-05,13.030643188555107,0.0023571683503928508,-0.005972064506498011,1.5021865106203522e-05
2.6,2.0,13.0,1.0,10.0,p,8.0,200.0,1.8913321927085738,0.22032478068247804,0.05315622584031919,0.05523777548292235,0.05535352174375196,0.7649774157537771,13.000179642426753,1.381864821175655e-05,13.033947374430767,0.002611336494674368,-0.006624251229764607,1.6021789589578312e-05
2.6,2.0,13.0,1.0,10.0,p,8.0,50.0,1.8839755946294565,0.21922904687079076,0.05315622584031919,0.05523777548292235,0.05535352174375196,0.7649774157537771,13.000107523155759,8.271011981428535e-06,13.018523828643636,0.0014249098956642735,-0.003618050057888373,2.9913273113150056e-05
2.6,2.0,13.0,1.0,15.0,avg,0.0,,1.927379100190238,0.22567423069218562,0.05631824294059682,0.058498442920091605,0.05861963143393855,0.7900396021925099,13.000009224887743,7.096067494289243e-07,13.002179474099204,0.0001676518537849439,-0.00042657190140538164,1.0333622144846045e-05
2.6,2.0,13.0,1.0,15.0,avg,0.0,200.0,1.9283604518486854,0.22581940201068243,0.05631824294059682,0.058498442920091605,0.05861963143393855,0.7900396021925099,13.00001340485197,1.0311424592128578e-06,13.004628247824286,0.0003560190634066028,-0.0009041669275010644,1.1355395733264311e-05
2.6,2.0,13.0,1.0,15.0,avg,0.0,50.0,1.942555343387282,0.22791644445716686,0.05631824294059682,0.058498442920091605,0.05861963143393855,0.7900396021925099,13.000263078108855,2.0236777604218596e-05,13.019227448882681,0.00147903452943701,-0.0037036494058435353,2.4421039958935482e-05
2.6,2.0,13.0,1.0,15.0,avg,1.0,,1.927379100190238,0.22567423069218562,0.05631824294059682,0.058498442920091605,0.05861963143393855,0.7900396021925099,13.00000922449131,7.095762545744194e-07,13.002179517521327,0.00016765519394823514,-0.00042658038651113443,1.0333622144846063e-05
2.6,2.0,13.0,1.0,15.0,avg,1.0,200.0,1.933443832344438,0.226570986003563,0.05631824294059682,0.058498442920091605,0.05861963143393855,0.7900396021925099,12.999984134985144,1.2203857581246561e-06,12.999676815141628,2.4860373720924347e-05,5.768540682534825e-05,1.1087165831037103e-05
2.6,2.0,13.0,1.0,15.0,avg,1.0,50.0,1.9190326082275688,0.22443852934465022,0.05631824294059682,0.058498442920091605,0.05861963143393855,0.7900396021925099,13.00002277460912,1.7518930091907892e-06,12.987804260289185,0.0009381338239088804,0.002388217540079166,2.6237809618403203e-05
2.6,2.0,13.0,1.0,15.0,avg,2.0,,1.9136045498152456,0.2236339438240817,0.05631824294059682,0.058498442920091605,0.05861963143393855,0.7900396021925099,13.000073199502607,5.630730969759139e-06,13.00546704276546,0.000420541751189227,-0.0010564133788678325,1.0806292737644138e-05
2.6,2.0,13.0,1.0,15.0,avg,2.0,200.0,1.9097370103184945,0.22306021164775947,0.05631824294059682,0.058498442920091605,0.05861963143393855,0.7900396021925099,13.000124377010264,9.567462328027213e-06,13.003880463923961,0.00029849722492008695,-0.0007363459451227365,1.1908831764453025e-05
2.6,2.0,13.0,1.0,15.0,avg,2.0,50.0,1.9194644315045497,0.2245025049077676,0.05631824294059682,0.058498442920091605,0.05861963143393855,0.7900396021925099,12.999920240333067,6.13535899486915e-06,13.029657916727468,0.002281378209805195,-0.005802166501732826,2.6808221974209062e-05
2.6,2.0,13.0,1.0,15.0,avg,4.0,,1.9007640453654102,0.2217276564578787,0.05631824294059682,0.058498442920091605,0.05861963143393855,0.7900396021925099,13.00019789029562,1.5222330432333838e-05,13.012768504329625,0.0009821926407403553,-0.002457645336574225,1.3493727125648049e-05
2.6,2.0,13.0,1.0,15.0,avg,4.0,200.0,1.9032454946426616,0.22209637364510715,0.05631824294059682,0.058498442920091605,0.05861963143393855,0.7900396021925099,13.000236012559256,1.8154812250460193e-05,13.014711963154205,0.001131689473400417,-0.0028293663190737096,1.4663281238425789e-05
2.6,2.0,13.0,1.0,15.0,avg,4.0,50.0,1.900562059674883,0.22169763672408085,0.05631824294059682,0.058498442920091605,0.05861963143393855,0.7900396021925099,13.000287886663001,2.214512792314976e-05,13.033833178242888,0.0026025521725298807,-0.006543041303998272,2.9890277054306455e-05
2.6,2.0,13.0,1.0,15.0,avg,8.0,,1.9018978847419004,0.22189615218411815,0.05631824294059682,0.058498442920091605,0.05861963143393855,0.7900396021925099,13.000406405156637,3.126193512592579e-05,13.0299388599584,0.0023029892275691676,-0.005763848108389162,1.7797053751987093e-05
2.6,2.0,13.0,1.0,15.0,avg,8.0,200.0,1.9030294167574737,0.22206427289020825,0.05631824294059682,0.058498442920091605,0.05861963143393855,0.7900396021925099,13.000460245435534,3.5403495041044574e-05,13.031016025161168,0.002385848089320647,-0.0059628617630151735,1.8436255984445454e-05
2.6,2.0,13.0,1.0,15.0,avg,8.0,50.0,1.9061784967992481,0.2225319873648961,0.05631824294059682,0.058498442920091605,0.05861963143393855,0.7900396021925099,13.000388381567646,2.9875505203536843e-05,13.05434361668784,0.004180278206756901,-0.010507390673587589,3.335762082738892e-05
2.6,2.0,13.0,1.0,15.0,s,0.0,,1.9228124300917595,0.2249983557553944,0.05631824294059683,0.0584984429200916,0.058619631433938536,0.7900396021925099,13.000009496493565,7.304995049887216e-07,13.002129573780893,0.00016381336776100525,-0.00041679777809356576,1.175545731265854e-05
2.6,2.0,13.0,1.0,15.0,s,0.0,200.0,1.9244438917059172,0.22523987666375683,0.05631824294059683,0.0584984429200916,0.058619631433938536,0.7900396021925099,12.999976138091565,1.8355314180732526e-06,13.001970356885781,0.00015156591429087686,-0.0003922045856740458,1.3012636812653193e-05
2.6,2.0,13.0,1.0,15.0,s,0.0,50.0,1.9390471655070067,0.22739866446999918,0.05631824294059683,0.0584984429200916,0.058619631433938536,0.7900396021925099,12.999885349811642,8.819245258323987e-06,12.994388490450287,0.00043165458074712916,0.0010726166249597593,2.878303804093667e-05
2.6,2.0,13.0,1.0,15.0,s,1.0,,1.9228124300917595,0.2249983557553944,0.05631824294059683,0.0584984429200916,0.058619631433938536,0.7900396021925099,13.000009496493512,7.304995008894366e-07,13.002129511512715,0.00016380857790114606,-0.0004167856104141691,1.1755457312658599e-05
2.6,2.0,13.0,1.0,15.0,s,1.0,200.0,1.9207741205856141,0.22469650895270524,0.05631824294059683,0.0584984429200916,0.058619631433938536,0.7900396021925099,13.000020922684584,1.6094372756907223e-06,13.008698808287152,0.000669139099011673,-0.001697657274176277,1.3051003714313681e-05
2.6,2.0,13.0,1.0,15.0,s,1.0,50.0,1.9481860072982302,0.22874680816683,0.05631824294059683,0.0584984429200916,0.058619631433938536,0.7900396021925099,13.00017404985169,1.3388450130017523e-05,12.999943655886506,4.334162576459842e-06,4.2422345712416486e-05,2.8534277473123557e-05
2.6,2.0,13.0,1.0,15.0,s,2.0,,1.9087717008579037,0.22291695315023993,0.05631824294059683,0.0584984429200916,0.058619631433938536,0.7900396021925099,13.00007494486315,5.7649894730141905e-06,13.005501008812972,0.0004231545240747946,-0.0010627251426959432,1.2278777615537237e-05
2.6,2.0,13.0,1.0,15.0,s,2.0,200.0,1.9074348116063236,0.22271851075606117,0.05631824294059683,0.0584984429200916,0.058619631433938536,0.7900396021925099,13.000078413958398,6.031842953728546e-06,13.00976769282553,0.0007513609865792586,-0.0018951843917066507,1.3620961150613597e-05
2.6,2.0,13.0,1.0,15.0,s,2.0,50.0,1.9335131957991352,0.22658123682242695,0.05631824294059683,0.0584984429200916,0.058619631433938536,0.7900396021925099,13.00003817782614,2.9367558568902896e-06,13.014284879898398,0.0010988369152613586,-0.002783717815396844,2.9913040080204854e-05
2.6,2.0,13.0,1.0,15.0,s,4.0,,1.8959527536174916,0.2210123105575298,0.05631824294059683,0.0584984429200916,0.058619631433938536,0.7900396021925099,13.000202498243278,1.5576787944427703e-05,13.012972652937055,0.0009978963797734673,-0.0024965668929112753,1.526458086333558e-05
2.6,2.0,13.0,1.0,15.0,s,4.0,200.0,1.90052287163939,0.22169181235959817,0.05631824294059683,0.0584984429200916,0.058619631433938536,0.7900396021925099,13.000311383318508,2.395256296211939e-05,13.010546711056662,0.0008112854658970894,-0.0020019329030363797,1.623953877751611e-05
2.6,2.0,13.0,1.0,15.0,s,4.0,50.0,1.9283005606625732,0.2258105430246211,0.05631824294059683,0.0584984429200916,0.058619631433938536,0.7900396021925099,12.999993302224201,5.152135229899649e-07,12.998507213546361,0.00011482972720299446,0.00028829587478336916,3.3163027946691606e-05
2.6,2.0,13.0,1.0,15.0,s,8.0,,1.8971181633027923,0.22118563738483235,0.05631824294059683,0.0584984429200916,0.058619631433938536,0.7900396021925099,13.000415748730365,3.198067156654579e-05,13.030467451231239,0.00234365009471068,-0.005864811931289505,2.0005971597375477e-05
2.6,2.0,13.0,1.0,15.0,s,8.0,200.0,1.899598253619071,0.22155437885296891,0.05631824294059683,0.0584984429200916,0.058619631433938536,0.7900396021925099,13.000471890478657,3.62992675890111e-05,13.032567351368444,0.002505180874495685,-0.006262419324271846,2.1005238854525656e-05
2.6,2.0,13.0,1.0,15.0,s,8.0,50.0,1.8709998551202682,0.21729314868203464,0.05631824294059683,0.0584984429200916,0.058619631433938536,0.7900396021925099,13.000796817613654,6.129366258879652e-05,13.029911407294092,0.0023008774841609255,-0.005682630314557846,3.741371730535517e-05
2.6,2.0,13.0,1.0,15.0,p,0.0,,1.93223137468444,0.2263917837235754,0.05194421923838726,0.05398814244074062,0.054101812376963376,0.7552393215947755,13.000008939071767,6.876209051726462e-07,13.00222986557626,0.00017152812125072086,-0.00043644320292407024,9.004167619592462e-06
2.6,2.0,13.0,1.0,15.0,p,0.0,200.0,1.9343107984793573,0.22669910083055747,0.05194421923838726,0.05398814244074062,0.054101812376963376,0.7552393215947755,13.000009305715889,7.158242991177024e-07,13.00308346766875,0.00023718982067308595,-0.0006030787110403727,9.955266902559331e-06
